image,n_candidates_added
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_2635_png.rf.09a47672188b09fda57d6553e3a04b05.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_2874_png.rf.308b8cb4cd928094f4ac42efb6415b3b.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_2962_png.rf.00d28cb01870049b3a81dc086bf6c05b.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_3176_png.rf.65513e7fa13f96470557a32d6ffc27c8.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_3220_png.rf.736c11d14ed9a1f94bc7ea0d1704c460.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_3370_png.rf.bed2eb93a2720b45465d2bacd5b480e5.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_3705_png.rf.4305769a7749d893b84b782ed1ee6118.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_4070_png.rf.eb949bf17b4790009570944620a2eb78.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_4099_png.rf.a584a8cdb0fc95188e10b42677d6d42d.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_4141_png.rf.38b7588d638ed41cdcf55ac341e3b73c.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_4421_png.rf.42dcc93548af66aaa5cf30f91144765d.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_4817_png.rf.4abcbe46089e1298f70013b2f2e9e62f.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_4900_png.rf.4e7a8cbc933ea086185b3a731d33a3c8.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_5441_png.rf.1d9f18d4006e3bdf274909cf416de799.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_5456_png.rf.3e478ebf38450844cb19db34ef46a5ae.jpg,3
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_5999_png.rf.4243d05c8f7c4aea9f8ce6ddf0d40c07.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_6005_png.rf.358c1a8156358ba62ab940954e5c7f47.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_6090_png.rf.8aeb2cc3275ed556d7c2295539d1f0ec.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_6128_png.rf.2313619dc588510931ba2af21a868434.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_6294_png.rf.2476421be1e26b7d047008eda6be7b0e.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_6338_png.rf.02162232e0ceaec7a354b8cf0d5d6ec9.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_6478_png.rf.0de29fff24901a37c3515ca74214bcdb.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_6481_png.rf.694eef0fa350f7d8f8b61d03dcea5dc8.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/KnifeDataset_6731_png.rf.0dfafe01f13e0243c3bbc1269cef2902.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset1005_png.rf.1d1f906f5eb8dbe75969e679b19c1976.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset3048_png.rf.32599ec9294cd8f2115e7adde03eeaa8.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset3066_png.rf.11d0a5639579cf9db753192ef19f2871.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset3217_png.rf.e80c0f44e5dad351f3dee44808eecb15.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset3454_png.rf.1daeca2c3ef171ef423a523ff2133d28.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset3812_png.rf.d8fe22e05a95d0a042859d1b0c3006d7.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset3816_png.rf.642392a797f904f05d55c1793bb5bfef.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset3868_png.rf.fdc85ae34c2503105ecbfe85ec95ec45.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4435_png.rf.e1fe16b0183b95a7180253a092de6d07.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4442_png.rf.e2d0b2c9d6386c96db70aadc2df50b65.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4445_png.rf.9ce876da319f9663afa7c75b617b1c3e.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4451_png.rf.e7cb9ff1edb05391c74795bb385ef41e.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4452_png.rf.b04e09d18c7074d55ead02cca820d8c2.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4462_png.rf.de9cd1f2ea5423b5aaf3492eecf5dd68.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4476_png.rf.ec624710dc83f9d3b28f1bb9dd8fc619.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4484_png.rf.e1067c070ac91860c828e49ec8e92640.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4486_png.rf.e8507119d56ad1b5ac830cc9536836ff.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4491_png.rf.3c77176763d8e2672ffa0cf44c4de23f.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4506_png.rf.fe25ec60efa497fc4d18d3c9f67e9a6b.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4853_png.rf.806beb3642875547b89db7acf7c605a5.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4854_png.rf.3403e8295baecb608c390f550a2351cb.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4855_png.rf.b84a9ea4bf4186356003a0fdf34b1f43.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4889_png.rf.e450c66b6849bb5e7d43f0b296b99bf6.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4890_png.rf.474f0be665462cc5726e0ed22c249303.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4980_png.rf.433ddffa57b46dc32848bd0d6d15feb4.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset5036_png.rf.de6e67edebd082b9dfef6d136d3a82f1.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset5038_jpg.rf.7187cdff27f99ace4de1ac1e9043930c.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset5148_png.rf.ec5cad61e2ff420d63c86b0f8d4f4af2.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset5486_png.rf.f188a836795db57f7294922c3a88dbc2.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset5671_png.rf.b97debb17ffd3c3503d8a0e6e3f59b52.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset5811_png.rf.0865ec8d7eec494f4a6cb92cd82c9a1b.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset5871_png.rf.bcea2cf8ce0a2b65e7c5416882cd402e.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset5872_png.rf.c9036ac02bca10a4fb85189a51ac685b.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset1054_png.rf.7c935e886d88aee02ea3f0321df340c2.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset1135_png.rf.3aa61708807e01ac55d1104c382830ba.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset1225_png.rf.0f49bf85ea641e79311fd9c98d317c46.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset1286_png.rf.bad13d53dc0058674aa86170a9b2d96e.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset1390_png.rf.53bb867faa320d3aa955f55d046bf08d.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset1404_png.rf.4b5ea335db54d3769c7c901fcf8f799d.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset1410_png.rf.2915c20fe9c0a75f3ea19a3422ebf83f.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset1494_png.rf.170abab64288d54e3761f9217fa4957c.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset1778_png.rf.cdf08a8e4ef1f7f26cba8aeff30bd77e.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset189_png.rf.19c5355158aa76dc1b4bb2fcd212e623.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset210_png.rf.91635ab56bb95acd9f95e131ea1bae09.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset472_png.rf.804ee2b32dece9694867694e00b233e7.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset519_png.rf.24d9e9a18fc04db9251e44df185bd05e.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset523_png.rf.7edbb050521f870c0eda52fcd64a63c5.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset528_png.rf.a0f64b89505922eeceb442d6e08cf5ff.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset541_png.rf.be3644db8f6e1d53981a2d17f999a8e9.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset718_png.rf.a1a5fe8fac0b4d4ec0a65d01c62b61a6.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset720_png.rf.9896c7754627117a0a0613e2d8274e01.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset788_png.rf.43950ab214896a365e06d7999253fa8a.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset803_png.rf.6ece42eddb3b36da245681de881341c4.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset853_png.rf.d8f7d77a276e832e557e42eaa87c8dc1.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset864_png.rf.b8f0c54bb026e351c852e1e76f0b6d94.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset865_png.rf.48140bd1377d6e59c5c803a40ac61510.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset866_png.rf.f9cef6a79f4cc32aa21ec67d8b0aee5d.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset868_png.rf.02dd9098cdae324f956900308c2b47f0.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/PUBGGunsInRealLife-10841_jpg.rf.475b504daeb97d9cf96dcc47ce9cc483.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/Screenshot-from-2022-07-26-18-13-24_png_jpg.rf.1d60e25a8c27bbf448ffc90c7ce0d0e5.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/TheGuest-HouseShootoutScene-1080p-00901_jpg.rf.3ef0947a8d5587951b784adb285c56bf.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/Y2Mate-is-This-10-year-old-knows-how-to-use-a-gun-ixJ2rtOpJc4-720p-1654892279514_000014_jpg.rf.f7a21e1c9ff7629c7e4dc57ad4ebdebd.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/Y2Mate-is-This-10-year-old-knows-how-to-use-a-gun-ixJ2rtOpJc4-720p-1654892279514_000022_jpg.rf.568609f37badb0275a3d73444ad1b727.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/a7d27ec162d1757e_jpg.rf.f36d4dbb697cb6fd06a02a7728a6a22b.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/ac9c2424899ac1683087e238faa253a3_tn_jpg.rf.461d48d5f1340515a50b4f8e49cf9230.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/ad1c65b6a2ca7c651d12cb053de745b3_jpg.rf.00e2329ae5120d534c18145b01bfd4fb.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/american-fragmentation-grenade-and-rifle-ammunition-clip-2GJNTG5_jpg.rf.36f07bc9dbd8f54af6f80b18bcee5528.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-126-_jpg.rf.39272af187b61a94ba6dd0c47f8a8946.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-150-_jpg.rf.36170688f0910ed9e3f2710d586e10e4.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-150-_jpg.rf.66a0f465fdacf3033891df11b165a3a9.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-158-_jpg.rf.e356979c5004a26779e8ed4bc35ed812.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-160-_jpg.rf.06190a0a615100d7905ed4aa388dbd50.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-1803-_jpg.rf.bef7d494892e6167519a58fed11eff32.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-1804-_jpg.rf.97d95f0048f14ed5b8dc8f348fed941d.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-1949-_jpg.rf.731eee91e24092754ca2f21585fa00f9.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-1950-_jpg.rf.52f063ca8f7133ad8eee2e50cffaec9c.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-1950-_jpg.rf.a39b10be30337d071dc2a6c3cb7de573.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-1952-_jpg.rf.e9c36f5eae0b4a205eb2473f12cb8da9.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-513-_jpg.rf.930bf08b49ce22655dde45b7e0d7be42.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-900-_jpg.rf.9efe5df3e7a8e7b89b6f2ebb9e887617.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-920-_jpg.rf.dbfa33cd9b7a9f9072f835044d5e55a5.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/b0a86ea88c360b44_jpg.rf.bb0d9427a027cc5626a13326cd535ee1.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/b1c979c6fb3db690aad1ccbf106adb3d_jpg.rf.e0ee2b2c87810aab34e50c6e35ef33a5.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/b24b7fd40d0011d4_jpg.rf.01a9e2eb80ef4b6ade95390168ac131f.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/block-302-_jpg.rf.02dc3d1545b01375da81133f20fd1121.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/c726d838906b361d_jpg.rf.f2726b2a9a0c507ab4795a8cfaaa875b.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/ca83f213-kriss-super-v-gun-weapon_jpg.rf.1ca0817c1c8a992c816e42c1f4dd7355.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/cleaning_tasks_000147_jpg.rf.058e99b668ccbc4dea23c56f8cea2c4b.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/cleaning_tasks_000163_jpg.rf.e0ec94d3d702b760c9f01d9ef884ddff.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/cleaning_tasks_000244_jpg.rf.edc743033b4e1185b2b92db7e4faa98f.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/cleaning_tasks_000250_jpg.rf.4d308865edbb735f1f81ae9792700d7c.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/cleaning_tasks_000251_jpg.rf.1f88e3a7e84f5fc47feaead4220bb308.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/cleaning_tasks_000262_jpg.rf.c7464366c002c72adbdae64d605a7466.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/cleaning_tasks_000289_jpg.rf.d4fe86c1963f827f402248b359c40c2f.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/cleaning_tasks_000313_jpg.rf.e2d755fa2357a70d883ecb2e25200b51.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/cleaning_tasks_000322_jpg.rf.788f9af7b58abc95fd310c3ee3a837d5.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/cleaning_tasks_000421_jpg.rf.4c2e5a699b1e2b59f950e7615d096103.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/cleaning_tasks_000512_jpg.rf.d4233ee426d59cd58e2bc3dacedac135.jpg,1
