image,n_candidates_added
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/6ef7a9ae-images_13_jpeg_jpg.rf.cdedee4d222d5c2b863677ce5d0f45c9.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/81c893ecc3c0de6d_jpg.rf.3a45bb62fe13b7cae2aa48bce675ced9.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/8a468b265a546d2f_jpg.rf.b2174eb7d6ef068f6015facd5dd8723f.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/93_png_jpg.rf.a40949c6cce91fb34af6b5164a8d4e79.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/965166ed6f924b9c_jpg.rf.9cb86bc20f1ca726df2699449cfaf716.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/99fb9f72-fa0f-4535-83cd-db98f15e2f69_jpg.rf.6ff5d3d3d8fdcf998231ce3e26c76cfe.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_1519_png.rf.8bb4406fb35d0a4f8ea55aa3a15e8907.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_1559_png.rf.1ed4dbcde87dc55a43d48d6531012b34.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_2146_png.rf.fbf6853e9287bf65d73c36ccadc55338.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_2157_png.rf.48c25459ef2d5d263ad5eb685bb7cbb0.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_2374_png.rf.fa56e22621038cda8156574f47eca336.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_2529_png.rf.38d73307caf24baec3b4d59dd78b261f.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_2751_png.rf.de05c19ff29ab666e8ab3e8a9b479ef2.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_2784_png.rf.dc14c0afcdf14bd92806afb68540d6c1.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_2869_png.rf.35ac09f7ded1ab84e137642fa9abb210.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_2996_png.rf.103ba08245af22755cd24cd1f6f0478f.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_3199_png.rf.be06e4ca80b860dca35cb5a504cdf4bb.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_3287_png.rf.99470aa1efdc7eb9260d852dcd90f65f.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_3533_png.rf.9093477b891ec357b6b83a9e53226d4c.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_4139_png.rf.9533d8fd75514c1bb1176f33b0b66857.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_4228_png.rf.f6c65ae6366c5c1baa7d2a27bb2c6566.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_4691_png.rf.1ab0def87ed5f8ba5bdef3a85cbaa2e8.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_4959_png.rf.d20a63a6310ade60f83f17d7ea6d8b0b.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_5043_png.rf.8b5193df30598fd9eb8a5ecdcea54af7.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_5879_png.rf.27afebd1026cb9d9a2cc613a43cbb9fe.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_5892_png.rf.b63f96a0c96efe520536b59c997f5234.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_6132_png.rf.9124356631555b03270ba01d4d6290da.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_6134_png.rf.a11ad4dc2df0f9a7774f19687682a0c3.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_6137_png.rf.1aea8f4fe1296f4552e415c568de52c3.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_6159_png.rf.d7d2d381330bec8d7b679e8910d24c54.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_6243_png.rf.6db853452f0a67a40744839dd464b5af.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_6245_png.rf.521106b06d657a4a4b102f7a8891a373.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/DatasetWeapons_6297_png.rf.e56aaad09ce7ce5ab1dae1b92cf5f288.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/Doc-dao-Nghet-tho-man-VAY-BAT-TOI-PHAM-NGOAN-CO-cua-hinh-su-vung-BIEN-GIOI-Phim-canh-sat-hinh-su_mp4-0147_jpg.rf.1747ab2b581a613c91d93e06da037804.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/FILE113_JPG_jpg.rf.54275cc873954e9d0fdec5508fb70917.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/FILE260_JPG_jpg.rf.c2be5490d135055b7bc939971808f69f.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/FILE4958_JPG_jpg.rf.2d716c84627e30116ace6bce9e84f3a3.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset1103_png.rf.abd2d81a9bc5ecc05e6808ef066364d4.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset1867_png.rf.59e9678d1a790762d872e0e6aa3db891.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset1952_png.rf.cfe278d3c14c9f730d189b121bc8cb18.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset2361_png.rf.2891421407ee50fd480307f3a6b8bff2.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset2508_png.rf.b6af42f7273fc78a119db9ece2b0ab9a.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset264_png.rf.63f60bd6e3eeac166239b3ed36293c77.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset2866_png.rf.cb4c0251d4f8fae08d90c2b8f349e7ad.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset2906_png.rf.39bca87444d2fe5d159e24a76e0b984e.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset3014_png.rf.7d695f6ce526598d9851705991ffa86e.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset3129_png.rf.9163ab2d5b57a1c49da9ab28df470870.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset3387_png.rf.9f8e7cef62a6f08cf56c7958464c93aa.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset3855_png.rf.f98b4a1a28b816d40ab9fa989486e4d8.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4225_png.rf.93d620c4894fe6166c5a3088dc6d3e73.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4265_png.rf.9e4d1494a04018036fe3ff4ba629e643.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4667_png.rf.9dde667e340556c77d2a6f9748bce95a.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4675_png.rf.7ed520da8322999f3694e59e8aba05e3.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4684_png.rf.f1024cf3cd421fe9bc3d27a8682efe7b.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset46_png.rf.cd60bb03a822dcf4f4871a68af51ac2a.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4801_png.rf.1f2d8fc311be6fa0d5069f0173a38e16.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset4973_png.rf.ee4bb43ac465014456bb56058d08b9db.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset5191_png.rf.38a2b964f4d3034f097da139dc4d3ade.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset5259_png.rf.45ea7cf18faf0c9d159a847799a6dab7.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset5427_png.rf.50aa93f4fb8b35c108dcf47c13613303.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset5429_png.rf.e5dbd90ce41eed3b7691f37135c37b33.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset5431_png.rf.f966585c286336548479d375fe0032ec.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset5604_png.rf.a1c079b6f97ed695a341b3454da79719.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset5626_png.rf.c1c8c3de5e13328569ce670327f65664.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset5766_png.rf.88852227a6e181721e6ce26e64033baf.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset5786_png.rf.3c6ee4169d54f96bd5e00ae9cb5b5a0e.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewGunDataset985_png.rf.b234d0e0272d6fd3510272bb6f6bc3a0.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset1022_png.rf.f08db15b6d959f241f705427070880d6.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset1025_png.rf.7f51560204dba93b4307777fe28fd654.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset1586_png.rf.b268e06fb9657aed6b72b3e9a6c3151a.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset1800_png.rf.29522815128fb98369a7d20f7447f24f.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset1971_png.rf.689ae9a193fdbcbc2f68434d711999d0.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset2036_png.rf.6dfcdbcf0dc979310bc4c3544a18d387.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset205_png.rf.2287fd9da856b04cf83a47eb40fec207.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset2096_png.rf.f7b4d3ab19d43d05066dc64084412f3c.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset565_png.rf.1197779d05e3ebaff3eeb49f2a84f1ad.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/NewWeaponDataset568_png.rf.851ad035d1a802e6ee29a8f270beccec.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/PUBGGunsInRealLife-06721_jpg.rf.4deaa27884979ec65c1affb9ca2ee0e8.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/PUBGGunsInRealLife-06721_jpg.rf.7615a0953e3f02c2c9137bb364bc6377.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/PUBGGunsInRealLife-07271_jpg.rf.151876b343e7d20dd88ef13c1cedd781.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/Robbery041_00005_jpg.rf.014d8264abd44e76d57d17197856ef4a.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-1519-_jpg.rf.cba4cc79cbfe271c060993e776e94651.jpg,3
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-1520-_jpg.rf.c35f928df8956a3d6f0cb45bc10ee699.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-1566-_jpg.rf.cdd58b86a793799b2442417301cc0d8a.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-172-_jpg.rf.1e0d42b41c9dde380cfaef34fac460b6.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-172-_jpg.rf.494bf59a2ca188365b170693dc1e23c4.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-172-_jpg.rf.8b0b427fa67546eaa8778a10f7f10127.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-172-_jpg.rf.e16eb373728ef4d7032abae0ddb42ea5.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-181-_jpg.rf.6c78f6e9fb835b878f29c6e7ab0a5e5d.jpg,5
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-338-_jpg.rf.c9ea39cea0224aa0c8a74418b9e1055e.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/armas-512-_jpg.rf.57ac3d11860c7864a936fbc55bb47222.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/batch-573-_jpg.rf.637f0fbf0ca52b5b407a7cbe846affe2.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/block-186-_jpg.rf.0354c8f07d82b3cdcd2d4f792794b75e.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/block-396-_jpg.rf.3650a07b7bae5ed484e380b1577f0a38.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/cf50824cb280659a_jpg.rf.62f1b80bdae688ffe71e4fe3cf86f295.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/cf50824cb280659a_jpg.rf.f76b00ed0126bbcdba622644c691ca53.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/cleaning_tasks_000704_jpg.rf.04031bb720a5cacdac7a2de1ea221eda.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/d7f101abcd75421d_jpg.rf.356180d440760604e884ddeeb108e96b.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/deyne9m-83ee3bdd-5881-434e-82d3-d45058d8861b_jpg.rf.ec30d9556b3a326a49afdbc011fc4df0.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/e0d10a86-228_jpeg_jpg.rf.59101a5ef530934b90922c47389f01bc.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/gettyimages-50947290-612x612_jpg.rf.7a635b901d116c406ba57392af471a8d.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/images_jpeg_jpg.rf.4661024216b8d006af323873ec97f385.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/images_jpg.rf.8a10a590104169385885c1ee9e83f0a3.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/knife_282_jpg.rf.e06e87667d02218c7e21af9d640b2259.jpg,3
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/real-video-94-.rf.c16a3684954fd93d69c148cd85233dbf.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/real-video-99-_jpg.rf.957586b0cc2aa0ade29faf8d6b02a83f.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/rifle1131_jpg.rf.79194276ecf33b9197c60f362294d1f2.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/rifle201_jpg.rf.bcbce52b9de5cb30970d378df22a2ee3.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/rifle397_jpg.rf.8eee326c47c8d5fb031532fafcfe8d18.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/rifle537_jpg.rf.b76696c6961951e1feb79dbe88839d70.jpg,2
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/rifle946_jpg.rf.48a9c19123c07892646a0b6671e9622e.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/rifle992_jpg.rf.0b1721b064744ceca14da37ae2e462a7.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/vlcsnap-2023-09-27-19h08m44s088_jpg.rf.b77a7c7b7c758e8afba426756a1b0285.jpg,1
/home/constantin/Doctorat/GunDatasetNoAugSplit70percentage/train/images/weapons-guns-knife-cartridges-wallpaper-preview_jpg.rf.398f31ecd5f2ecd3d72c8ee3dc5c6d67.jpg,1
